indicator_id,indicator_name,category,concept,area_id,area_name,area_group,period,value,unit,source_type,source_name,source_url,retrieved_at,collection_method,notes
life_school_mentions,学校機能関連記載数,学校・医療・商業施設など生活機能,学校・医療・商業施設など生活機能,futaba,双葉町,避難地域12市町村 / 双葉郡8町村,2025-09-30,0.0,件,行政資料,復興庁 福島12市町村における公共インフラ復旧の工程表,https://www.reconstruction.go.jp/files/user/topics/main-cat1/sub-cat1-3/2025/20250930_12futaba.pdf,2026-08-03T07:42:55.764296+00:00,B,双葉町 令和7年9月30日更新のPDF本文から関連語を機械抽出。 工程表内の学校施設・学校等の関連語を数えた参考値。学校数そのものではありません。
life_commerce_mentions,商業機能関連記載数,学校・医療・商業施設など生活機能,学校・医療・商業施設など生活機能,futaba,双葉町,避難地域12市町村 / 双葉郡8町村,2025-09-30,0.0,件,行政資料,復興庁 福島12市町村における公共インフラ復旧の工程表,https://www.reconstruction.go.jp/files/user/topics/main-cat1/sub-cat1-3/2025/20250930_12futaba.pdf,2026-08-03T07:42:55.764296+00:00,B,双葉町 令和7年9月30日更新のPDF本文から関連語を機械抽出。 工程表内の商業・買物・店舗等の関連語を数えた参考値。店舗数そのものではありません。
industry_mentions,産業・農林水産関連記載数,地域経済・産業,地域経済・産業,futaba,双葉町,避難地域12市町村 / 双葉郡8町村,2025-09-30,11.0,件,行政資料,復興庁 福島12市町村における公共インフラ復旧の工程表,https://www.reconstruction.go.jp/files/user/topics/main-cat1/sub-cat1-3/2025/20250930_12futaba.pdf,2026-08-03T07:42:55.764296+00:00,B,双葉町 令和7年9月30日更新のPDF本文から関連語を機械抽出。 工程表内の農地・農業・営農・漁港・産業等の関連語を数えた参考値。事業所数そのものではありません。
infra_completion_mentions,公共インフラ工程表 完了記載数,公共インフラ・復旧工事進捗,公共インフラ・復旧工事進捗,namie,浪江町,避難地域12市町村 / 双葉郡8町村,2025-09-30,54.0,件,行政資料,復興庁 福島12市町村における公共インフラ復旧の工程表,https://www.reconstruction.go.jp/files/user/topics/main-cat1/sub-cat1-3/2025/20250930_08namie.pdf,2026-08-03T07:42:55.764296+00:00,B,浪江町 令和7年9月30日更新のPDF本文から関連語を機械抽出。 工程表内で「完了」と読める記載を数えた参考値。事業数そのものではありません。
infra_future_mentions,公共インフラ工程表 予定・着手記載数,公共インフラ・復旧工事進捗,公共インフラ・復旧工事進捗,namie,浪江町,避難地域12市町村 / 双葉郡8町村,2025-09-30,21.0,件,行政資料,復興庁 福島12市町村における公共インフラ復旧の工程表,https://www.reconstruction.go.jp/files/user/topics/main-cat1/sub-cat1-3/2025/20250930_08namie.pdf,2026-08-03T07:42:55.764296+00:00,B,浪江町 令和7年9月30日更新のPDF本文から関連語を機械抽出。 工程表内で予定・工事中・着手・発注等と読める記載を数えた参考値。事業数そのものではありません。
life_medical_mentions,医療機能関連記載数,学校・医療・商業施設など生活機能,学校・医療・商業施設など生活機能,namie,浪江町,避難地域12市町村 / 双葉郡8町村,2025-09-30,2.0,件,行政資料,復興庁 福島12市町村における公共インフラ復旧の工程表,https://www.reconstruction.go.jp/files/user/topics/main-cat1/sub-cat1-3/2025/20250930_08namie.pdf,2026-08-03T07:42:55.764296+00:00,B,浪江町 令和7年9月30日更新のPDF本文から関連語を機械抽出。 工程表内の医療施設・医療機関・診療等の関連語を数えた参考値。施設数そのものではありません。
life_school_mentions,学校機能関連記載数,学校・医療・商業施設など生活機能,学校・医療・商業施設など生活機能,namie,浪江町,避難地域12市町村 / 双葉郡8町村,2025-09-30,15.0,件,行政資料,復興庁 福島12市町村における公共インフラ復旧の工程表,https://www.reconstruction.go.jp/files/user/topics/main-cat1/sub-cat1-3/2025/20250930_08namie.pdf,2026-08-03T07:42:55.764296+00:00,B,浪江町 令和7年9月30日更新のPDF本文から関連語を機械抽出。 工程表内の学校施設・学校等の関連語を数えた参考値。学校数そのものではありません。
life_commerce_mentions,商業機能関連記載数,学校・医療・商業施設など生活機能,学校・医療・商業施設など生活機能,namie,浪江町,避難地域12市町村 / 双葉郡8町村,2025-09-30,5.0,件,行政資料,復興庁 福島12市町村における公共インフラ復旧の工程表,https://www.reconstruction.go.jp/files/user/topics/main-cat1/sub-cat1-3/2025/20250930_08namie.pdf,2026-08-03T07:42:55.764296+00:00,B,浪江町 令和7年9月30日更新のPDF本文から関連語を機械抽出。 工程表内の商業・買物・店舗等の関連語を数えた参考値。店舗数そのものではありません。
industry_mentions,産業・農林水産関連記載数,地域経済・産業,地域経済・産業,namie,浪江町,避難地域12市町村 / 双葉郡8町村,2025-09-30,13.0,件,行政資料,復興庁 福島12市町村における公共インフラ復旧の工程表,https://www.reconstruction.go.jp/files/user/topics/main-cat1/sub-cat1-3/2025/20250930_08namie.pdf,2026-08-03T07:42:55.764296+00:00,B,浪江町 令和7年9月30日更新のPDF本文から関連語を機械抽出。 工程表内の農地・農業・営農・漁港・産業等の関連語を数えた参考値。事業所数そのものではありません。
infra_completion_mentions,公共インフラ工程表 完了記載数,公共インフラ・復旧工事進捗,公共インフラ・復旧工事進捗,katsurao,葛尾村,避難地域12市町村 / 双葉郡8町村,2025-09-30,58.0,件,行政資料,復興庁 福島12市町村における公共インフラ復旧の工程表,https://www.reconstruction.go.jp/files/user/topics/main-cat1/sub-cat1-3/2025/20250930_09katurao.pdf,2026-08-03T07:42:55.764296+00:00,B,葛尾村 令和7年9月30日更新のPDF本文から関連語を機械抽出。 工程表内で「完了」と読める記載を数えた参考値。事業数そのものではありません。
infra_future_mentions,公共インフラ工程表 予定・着手記載数,公共インフラ・復旧工事進捗,公共インフラ・復旧工事進捗,katsurao,葛尾村,避難地域12市町村 / 双葉郡8町村,2025-09-30,1.0,件,行政資料,復興庁 福島12市町村における公共インフラ復旧の工程表,https://www.reconstruction.go.jp/files/user/topics/main-cat1/sub-cat1-3/2025/20250930_09katurao.pdf,2026-08-03T07:42:55.764296+00:00,B,葛尾村 令和7年9月30日更新のPDF本文から関連語を機械抽出。 工程表内で予定・工事中・着手・発注等と読める記載を数えた参考値。事業数そのものではありません。
life_medical_mentions,医療機能関連記載数,学校・医療・商業施設など生活機能,学校・医療・商業施設など生活機能,katsurao,葛尾村,避難地域12市町村 / 双葉郡8町村,2025-09-30,4.0,件,行政資料,復興庁 福島12市町村における公共インフラ復旧の工程表,https://www.reconstruction.go.jp/files/user/topics/main-cat1/sub-cat1-3/2025/20250930_09katurao.pdf,2026-08-03T07:42:55.764296+00:00,B,葛尾村 令和7年9月30日更新のPDF本文から関連語を機械抽出。 工程表内の医療施設・医療機関・診療等の関連語を数えた参考値。施設数そのものではありません。
life_school_mentions,学校機能関連記載数,学校・医療・商業施設など生活機能,学校・医療・商業施設など生活機能,katsurao,葛尾村,避難地域12市町村 / 双葉郡8町村,2025-09-30,16.0,件,行政資料,復興庁 福島12市町村における公共インフラ復旧の工程表,https://www.reconstruction.go.jp/files/user/topics/main-cat1/sub-cat1-3/2025/20250930_09katurao.pdf,2026-08-03T07:42:55.764296+00:00,B,葛尾村 令和7年9月30日更新のPDF本文から関連語を機械抽出。 工程表内の学校施設・学校等の関連語を数えた参考値。学校数そのものではありません。
life_commerce_mentions,商業機能関連記載数,学校・医療・商業施設など生活機能,学校・医療・商業施設など生活機能,katsurao,葛尾村,避難地域12市町村 / 双葉郡8町村,2025-09-30,0.0,件,行政資料,復興庁 福島12市町村における公共インフラ復旧の工程表,https://www.reconstruction.go.jp/files/user/topics/main-cat1/sub-cat1-3/2025/20250930_09katurao.pdf,2026-08-03T07:42:55.764296+00:00,B,葛尾村 令和7年9月30日更新のPDF本文から関連語を機械抽出。 工程表内の商業・買物・店舗等の関連語を数えた参考値。店舗数そのものではありません。
industry_mentions,産業・農林水産関連記載数,地域経済・産業,地域経済・産業,katsurao,葛尾村,避難地域12市町村 / 双葉郡8町村,2025-09-30,10.0,件,行政資料,復興庁 福島12市町村における公共インフラ復旧の工程表,https://www.reconstruction.go.jp/files/user/topics/main-cat1/sub-cat1-3/2025/20250930_09katurao.pdf,2026-08-03T07:42:55.764296+00:00,B,葛尾村 令和7年9月30日更新のPDF本文から関連語を機械抽出。 工程表内の農地・農業・営農・漁港・産業等の関連語を数えた参考値。事業所数そのものではありません。
infra_completion_mentions,公共インフラ工程表 完了記載数,公共インフラ・復旧工事進捗,公共インフラ・復旧工事進捗,iitate,飯舘村,避難地域12市町村,2025-09-30,44.0,件,行政資料,復興庁 福島12市町村における公共インフラ復旧の工程表,https://www.reconstruction.go.jp/files/user/topics/main-cat1/sub-cat1-3/2025/20250930_10iitate.pdf,2026-08-03T07:42:55.764296+00:00,B,飯舘村 令和7年9月30日更新のPDF本文から関連語を機械抽出。 工程表内で「完了」と読める記載を数えた参考値。事業数そのものではありません。
infra_future_mentions,公共インフラ工程表 予定・着手記載数,公共インフラ・復旧工事進捗,公共インフラ・復旧工事進捗,iitate,飯舘村,避難地域12市町村,2025-09-30,2.0,件,行政資料,復興庁 福島12市町村における公共インフラ復旧の工程表,https://www.reconstruction.go.jp/files/user/topics/main-cat1/sub-cat1-3/2025/20250930_10iitate.pdf,2026-08-03T07:42:55.764296+00:00,B,飯舘村 令和7年9月30日更新のPDF本文から関連語を機械抽出。 工程表内で予定・工事中・着手・発注等と読める記載を数えた参考値。事業数そのものではありません。
life_medical_mentions,医療機能関連記載数,学校・医療・商業施設など生活機能,学校・医療・商業施設など生活機能,iitate,飯舘村,避難地域12市町村,2025-09-30,0.0,件,行政資料,復興庁 福島12市町村における公共インフラ復旧の工程表,https://www.reconstruction.go.jp/files/user/topics/main-cat1/sub-cat1-3/2025/20250930_10iitate.pdf,2026-08-03T07:42:55.764296+00:00,B,飯舘村 令和7年9月30日更新のPDF本文から関連語を機械抽出。 工程表内の医療施設・医療機関・診療等の関連語を数えた参考値。施設数そのものではありません。
life_school_mentions,学校機能関連記載数,学校・医療・商業施設など生活機能,学校・医療・商業施設など生活機能,iitate,飯舘村,避難地域12市町村,2025-09-30,18.0,件,行政資料,復興庁 福島12市町村における公共インフラ復旧の工程表,https://www.reconstruction.go.jp/files/user/topics/main-cat1/sub-cat1-3/2025/20250930_10iitate.pdf,2026-08-03T07:42:55.764296+00:00,B,飯舘村 令和7年9月30日更新のPDF本文から関連語を機械抽出。 工程表内の学校施設・学校等の関連語を数えた参考値。学校数そのものではありません。
life_commerce_mentions,商業機能関連記載数,学校・医療・商業施設など生活機能,学校・医療・商業施設など生活機能,iitate,飯舘村,避難地域12市町村,2025-09-30,0.0,件,行政資料,復興庁 福島12市町村における公共インフラ復旧の工程表,https://www.reconstruction.go.jp/files/user/topics/main-cat1/sub-cat1-3/2025/20250930_10iitate.pdf,2026-08-03T07:42:55.764296+00:00,B,飯舘村 令和7年9月30日更新のPDF本文から関連語を機械抽出。 工程表内の商業・買物・店舗等の関連語を数えた参考値。店舗数そのものではありません。
industry_mentions,産業・農林水産関連記載数,地域経済・産業,地域経済・産業,iitate,飯舘村,避難地域12市町村,2025-09-30,9.0,件,行政資料,復興庁 福島12市町村における公共インフラ復旧の工程表,https://www.reconstruction.go.jp/files/user/topics/main-cat1/sub-cat1-3/2025/20250930_10iitate.pdf,2026-08-03T07:42:55.764296+00:00,B,飯舘村 令和7年9月30日更新のPDF本文から関連語を機械抽出。 工程表内の農地・農業・営農・漁港・産業等の関連語を数えた参考値。事業所数そのものではありません。
infra_completion_mentions,公共インフラ工程表 完了記載数,公共インフラ・復旧工事進捗,公共インフラ・復旧工事進捗,tamura,田村市,避難地域12市町村,2024-09-27,19.0,件,行政資料,復興庁 福島12市町村における公共インフラ復旧の工程表,https://www.reconstruction.go.jp/files/user/topics/20230929_01tamura.pdf,2026-08-03T07:42:55.764296+00:00,B,田村市 令和６年９月27日更新のPDF本文から関連語を機械抽出。 工程表内で「完了」と読める記載を数えた参考値。事業数そのものではありません。
infra_future_mentions,公共インフラ工程表 予定・着手記載数,公共インフラ・復旧工事進捗,公共インフラ・復旧工事進捗,tamura,田村市,避難地域12市町村,2024-09-27,0.0,件,行政資料,復興庁 福島12市町村における公共インフラ復旧の工程表,https://www.reconstruction.go.jp/files/user/topics/20230929_01tamura.pdf,2026-08-03T07:42:55.764296+00:00,B,田村市 令和６年９月27日更新のPDF本文から関連語を機械抽出。 工程表内で予定・工事中・着手・発注等と読める記載を数えた参考値。事業数そのものではありません。
life_medical_mentions,医療機能関連記載数,学校・医療・商業施設など生活機能,学校・医療・商業施設など生活機能,tamura,田村市,避難地域12市町村,2024-09-27,7.0,件,行政資料,復興庁 福島12市町村における公共インフラ復旧の工程表,https://www.reconstruction.go.jp/files/user/topics/20230929_01tamura.pdf,2026-08-03T07:42:55.764296+00:00,B,田村市 令和６年９月27日更新のPDF本文から関連語を機械抽出。 工程表内の医療施設・医療機関・診療等の関連語を数えた参考値。施設数そのものではありません。
life_school_mentions,学校機能関連記載数,学校・医療・商業施設など生活機能,学校・医療・商業施設など生活機能,tamura,田村市,避難地域12市町村,2024-09-27,5.0,件,行政資料,復興庁 福島12市町村における公共インフラ復旧の工程表,https://www.reconstruction.go.jp/files/user/topics/20230929_01tamura.pdf,2026-08-03T07:42:55.764296+00:00,B,田村市 令和６年９月27日更新のPDF本文から関連語を機械抽出。 工程表内の学校施設・学校等の関連語を数えた参考値。学校数そのものではありません。
life_commerce_mentions,商業機能関連記載数,学校・医療・商業施設など生活機能,学校・医療・商業施設など生活機能,tamura,田村市,避難地域12市町村,2024-09-27,0.0,件,行政資料,復興庁 福島12市町村における公共インフラ復旧の工程表,https://www.reconstruction.go.jp/files/user/topics/20230929_01tamura.pdf,2026-08-03T07:42:55.764296+00:00,B,田村市 令和６年９月27日更新のPDF本文から関連語を機械抽出。 工程表内の商業・買物・店舗等の関連語を数えた参考値。店舗数そのものではありません。
industry_mentions,産業・農林水産関連記載数,地域経済・産業,地域経済・産業,tamura,田村市,避難地域12市町村,2024-09-27,5.0,件,行政資料,復興庁 福島12市町村における公共インフラ復旧の工程表,https://www.reconstruction.go.jp/files/user/topics/20230929_01tamura.pdf,2026-08-03T07:42:55.764296+00:00,B,田村市 令和６年９月27日更新のPDF本文から関連語を機械抽出。 工程表内の農地・農業・営農・漁港・産業等の関連語を数えた参考値。事業所数そのものではありません。
infra_completion_mentions,公共インフラ工程表 完了記載数,公共インフラ・復旧工事進捗,公共インフラ・復旧工事進捗,minamisoma,南相馬市,避難地域12市町村,2024-09-27,48.0,件,行政資料,復興庁 福島12市町村における公共インフラ復旧の工程表,https://www.reconstruction.go.jp/files/user/topics/20230929_02minamisouma.pdf,2026-08-03T07:42:55.764296+00:00,B,南相馬市 令和６年９月27日更新のPDF本文から関連語を機械抽出。 工程表内で「完了」と読める記載を数えた参考値。事業数そのものではありません。
infra_future_mentions,公共インフラ工程表 予定・着手記載数,公共インフラ・復旧工事進捗,公共インフラ・復旧工事進捗,minamisoma,南相馬市,避難地域12市町村,2024-09-27,4.0,件,行政資料,復興庁 福島12市町村における公共インフラ復旧の工程表,https://www.reconstruction.go.jp/files/user/topics/20230929_02minamisouma.pdf,2026-08-03T07:42:55.764296+00:00,B,南相馬市 令和６年９月27日更新のPDF本文から関連語を機械抽出。 工程表内で予定・工事中・着手・発注等と読める記載を数えた参考値。事業数そのものではありません。
life_medical_mentions,医療機能関連記載数,学校・医療・商業施設など生活機能,学校・医療・商業施設など生活機能,minamisoma,南相馬市,避難地域12市町村,2024-09-27,2.0,件,行政資料,復興庁 福島12市町村における公共インフラ復旧の工程表,https://www.reconstruction.go.jp/files/user/topics/20230929_02minamisouma.pdf,2026-08-03T07:42:55.764296+00:00,B,南相馬市 令和６年９月27日更新のPDF本文から関連語を機械抽出。 工程表内の医療施設・医療機関・診療等の関連語を数えた参考値。施設数そのものではありません。
life_school_mentions,学校機能関連記載数,学校・医療・商業施設など生活機能,学校・医療・商業施設など生活機能,minamisoma,南相馬市,避難地域12市町村,2024-09-27,25.0,件,行政資料,復興庁 福島12市町村における公共インフラ復旧の工程表,https://www.reconstruction.go.jp/files/user/topics/20230929_02minamisouma.pdf,2026-08-03T07:42:55.764296+00:00,B,南相馬市 令和６年９月27日更新のPDF本文から関連語を機械抽出。 工程表内の学校施設・学校等の関連語を数えた参考値。学校数そのものではありません。
life_commerce_mentions,商業機能関連記載数,学校・医療・商業施設など生活機能,学校・医療・商業施設など生活機能,minamisoma,南相馬市,避難地域12市町村,2024-09-27,2.0,件,行政資料,復興庁 福島12市町村における公共インフラ復旧の工程表,https://www.reconstruction.go.jp/files/user/topics/20230929_02minamisouma.pdf,2026-08-03T07:42:55.764296+00:00,B,南相馬市 令和６年９月27日更新のPDF本文から関連語を機械抽出。 工程表内の商業・買物・店舗等の関連語を数えた参考値。店舗数そのものではありません。
industry_mentions,産業・農林水産関連記載数,地域経済・産業,地域経済・産業,minamisoma,南相馬市,避難地域12市町村,2024-09-27,9.0,件,行政資料,復興庁 福島12市町村における公共インフラ復旧の工程表,https://www.reconstruction.go.jp/files/user/topics/20230929_02minamisouma.pdf,2026-08-03T07:42:55.764296+00:00,B,南相馬市 令和６年９月27日更新のPDF本文から関連語を機械抽出。 工程表内の農地・農業・営農・漁港・産業等の関連語を数えた参考値。事業所数そのものではありません。
infra_completion_mentions,公共インフラ工程表 完了記載数,公共インフラ・復旧工事進捗,公共インフラ・復旧工事進捗,kawamata,川俣町,避難地域12市町村,2024-09-27,20.0,件,行政資料,復興庁 福島12市町村における公共インフラ復旧の工程表,https://www.reconstruction.go.jp/files/user/topics/20230929_03kawamata.pdf,2026-08-03T07:42:55.764296+00:00,B,川俣町 令和６年９月27日更新のPDF本文から関連語を機械抽出。 工程表内で「完了」と読める記載を数えた参考値。事業数そのものではありません。
infra_future_mentions,公共インフラ工程表 予定・着手記載数,公共インフラ・復旧工事進捗,公共インフラ・復旧工事進捗,kawamata,川俣町,避難地域12市町村,2024-09-27,1.0,件,行政資料,復興庁 福島12市町村における公共インフラ復旧の工程表,https://www.reconstruction.go.jp/files/user/topics/20230929_03kawamata.pdf,2026-08-03T07:42:55.764296+00:00,B,川俣町 令和６年９月27日更新のPDF本文から関連語を機械抽出。 工程表内で予定・工事中・着手・発注等と読める記載を数えた参考値。事業数そのものではありません。
life_medical_mentions,医療機能関連記載数,学校・医療・商業施設など生活機能,学校・医療・商業施設など生活機能,kawamata,川俣町,避難地域12市町村,2024-09-27,3.0,件,行政資料,復興庁 福島12市町村における公共インフラ復旧の工程表,https://www.reconstruction.go.jp/files/user/topics/20230929_03kawamata.pdf,2026-08-03T07:42:55.764296+00:00,B,川俣町 令和６年９月27日更新のPDF本文から関連語を機械抽出。 工程表内の医療施設・医療機関・診療等の関連語を数えた参考値。施設数そのものではありません。
life_school_mentions,学校機能関連記載数,学校・医療・商業施設など生活機能,学校・医療・商業施設など生活機能,kawamata,川俣町,避難地域12市町村,2024-09-27,5.0,件,行政資料,復興庁 福島12市町村における公共インフラ復旧の工程表,https://www.reconstruction.go.jp/files/user/topics/20230929_03kawamata.pdf,2026-08-03T07:42:55.764296+00:00,B,川俣町 令和６年９月27日更新のPDF本文から関連語を機械抽出。 工程表内の学校施設・学校等の関連語を数えた参考値。学校数そのものではありません。
life_commerce_mentions,商業機能関連記載数,学校・医療・商業施設など生活機能,学校・医療・商業施設など生活機能,kawamata,川俣町,避難地域12市町村,2024-09-27,3.0,件,行政資料,復興庁 福島12市町村における公共インフラ復旧の工程表,https://www.reconstruction.go.jp/files/user/topics/20230929_03kawamata.pdf,2026-08-03T07:42:55.764296+00:00,B,川俣町 令和６年９月27日更新のPDF本文から関連語を機械抽出。 工程表内の商業・買物・店舗等の関連語を数えた参考値。店舗数そのものではありません。
industry_mentions,産業・農林水産関連記載数,地域経済・産業,地域経済・産業,kawamata,川俣町,避難地域12市町村,2024-09-27,7.0,件,行政資料,復興庁 福島12市町村における公共インフラ復旧の工程表,https://www.reconstruction.go.jp/files/user/topics/20230929_03kawamata.pdf,2026-08-03T07:42:55.764296+00:00,B,川俣町 令和６年９月27日更新のPDF本文から関連語を機械抽出。 工程表内の農地・農業・営農・漁港・産業等の関連語を数えた参考値。事業所数そのものではありません。
infra_completion_mentions,公共インフラ工程表 完了記載数,公共インフラ・復旧工事進捗,公共インフラ・復旧工事進捗,hirono,広野町,避難地域12市町村 / 双葉郡8町村,2024-09-27,18.0,件,行政資料,復興庁 福島12市町村における公共インフラ復旧の工程表,https://www.reconstruction.go.jp/files/user/topics/20230929_04hirono.pdf,2026-08-03T07:42:55.764296+00:00,B,広野町 令和６年９月27日更新のPDF本文から関連語を機械抽出。 工程表内で「完了」と読める記載を数えた参考値。事業数そのものではありません。
infra_future_mentions,公共インフラ工程表 予定・着手記載数,公共インフラ・復旧工事進捗,公共インフラ・復旧工事進捗,hirono,広野町,避難地域12市町村 / 双葉郡8町村,2024-09-27,0.0,件,行政資料,復興庁 福島12市町村における公共インフラ復旧の工程表,https://www.reconstruction.go.jp/files/user/topics/20230929_04hirono.pdf,2026-08-03T07:42:55.764296+00:00,B,広野町 令和６年９月27日更新のPDF本文から関連語を機械抽出。 工程表内で予定・工事中・着手・発注等と読める記載を数えた参考値。事業数そのものではありません。
life_medical_mentions,医療機能関連記載数,学校・医療・商業施設など生活機能,学校・医療・商業施設など生活機能,hirono,広野町,避難地域12市町村 / 双葉郡8町村,2024-09-27,1.0,件,行政資料,復興庁 福島12市町村における公共インフラ復旧の工程表,https://www.reconstruction.go.jp/files/user/topics/20230929_04hirono.pdf,2026-08-03T07:42:55.764296+00:00,B,広野町 令和６年９月27日更新のPDF本文から関連語を機械抽出。 工程表内の医療施設・医療機関・診療等の関連語を数えた参考値。施設数そのものではありません。
life_school_mentions,学校機能関連記載数,学校・医療・商業施設など生活機能,学校・医療・商業施設など生活機能,hirono,広野町,避難地域12市町村 / 双葉郡8町村,2024-09-27,6.0,件,行政資料,復興庁 福島12市町村における公共インフラ復旧の工程表,https://www.reconstruction.go.jp/files/user/topics/20230929_04hirono.pdf,2026-08-03T07:42:55.764296+00:00,B,広野町 令和６年９月27日更新のPDF本文から関連語を機械抽出。 工程表内の学校施設・学校等の関連語を数えた参考値。学校数そのものではありません。
life_commerce_mentions,商業機能関連記載数,学校・医療・商業施設など生活機能,学校・医療・商業施設など生活機能,hirono,広野町,避難地域12市町村 / 双葉郡8町村,2024-09-27,0.0,件,行政資料,復興庁 福島12市町村における公共インフラ復旧の工程表,https://www.reconstruction.go.jp/files/user/topics/20230929_04hirono.pdf,2026-08-03T07:42:55.764296+00:00,B,広野町 令和６年９月27日更新のPDF本文から関連語を機械抽出。 工程表内の商業・買物・店舗等の関連語を数えた参考値。店舗数そのものではありません。
industry_mentions,産業・農林水産関連記載数,地域経済・産業,地域経済・産業,hirono,広野町,避難地域12市町村 / 双葉郡8町村,2024-09-27,5.0,件,行政資料,復興庁 福島12市町村における公共インフラ復旧の工程表,https://www.reconstruction.go.jp/files/user/topics/20230929_04hirono.pdf,2026-08-03T07:42:55.764296+00:00,B,広野町 令和６年９月27日更新のPDF本文から関連語を機械抽出。 工程表内の農地・農業・営農・漁港・産業等の関連語を数えた参考値。事業所数そのものではありません。
infra_completion_mentions,公共インフラ工程表 完了記載数,公共インフラ・復旧工事進捗,公共インフラ・復旧工事進捗,naraha,楢葉町,避難地域12市町村 / 双葉郡8町村,2024-09-27,80.0,件,行政資料,復興庁 福島12市町村における公共インフラ復旧の工程表,https://www.reconstruction.go.jp/files/user/topics/20230929_05naraha.pdf,2026-08-03T07:42:55.764296+00:00,B,楢葉町 令和６年９月27日更新のPDF本文から関連語を機械抽出。 工程表内で「完了」と読める記載を数えた参考値。事業数そのものではありません。
infra_future_mentions,公共インフラ工程表 予定・着手記載数,公共インフラ・復旧工事進捗,公共インフラ・復旧工事進捗,naraha,楢葉町,避難地域12市町村 / 双葉郡8町村,2024-09-27,3.0,件,行政資料,復興庁 福島12市町村における公共インフラ復旧の工程表,https://www.reconstruction.go.jp/files/user/topics/20230929_05naraha.pdf,2026-08-03T07:42:55.764296+00:00,B,楢葉町 令和６年９月27日更新のPDF本文から関連語を機械抽出。 工程表内で予定・工事中・着手・発注等と読める記載を数えた参考値。事業数そのものではありません。
life_medical_mentions,医療機能関連記載数,学校・医療・商業施設など生活機能,学校・医療・商業施設など生活機能,naraha,楢葉町,避難地域12市町村 / 双葉郡8町村,2024-09-27,1.0,件,行政資料,復興庁 福島12市町村における公共インフラ復旧の工程表,https://www.reconstruction.go.jp/files/user/topics/20230929_05naraha.pdf,2026-08-03T07:42:55.764296+00:00,B,楢葉町 令和６年９月27日更新のPDF本文から関連語を機械抽出。 工程表内の医療施設・医療機関・診療等の関連語を数えた参考値。施設数そのものではありません。
life_school_mentions,学校機能関連記載数,学校・医療・商業施設など生活機能,学校・医療・商業施設など生活機能,naraha,楢葉町,避難地域12市町村 / 双葉郡8町村,2024-09-27,20.0,件,行政資料,復興庁 福島12市町村における公共インフラ復旧の工程表,https://www.reconstruction.go.jp/files/user/topics/20230929_05naraha.pdf,2026-08-03T07:42:55.764296+00:00,B,楢葉町 令和６年９月27日更新のPDF本文から関連語を機械抽出。 工程表内の学校施設・学校等の関連語を数えた参考値。学校数そのものではありません。
life_commerce_mentions,商業機能関連記載数,学校・医療・商業施設など生活機能,学校・医療・商業施設など生活機能,naraha,楢葉町,避難地域12市町村 / 双葉郡8町村,2024-09-27,1.0,件,行政資料,復興庁 福島12市町村における公共インフラ復旧の工程表,https://www.reconstruction.go.jp/files/user/topics/20230929_05naraha.pdf,2026-08-03T07:42:55.764296+00:00,B,楢葉町 令和６年９月27日更新のPDF本文から関連語を機械抽出。 工程表内の商業・買物・店舗等の関連語を数えた参考値。店舗数そのものではありません。
industry_mentions,産業・農林水産関連記載数,地域経済・産業,地域経済・産業,naraha,楢葉町,避難地域12市町村 / 双葉郡8町村,2024-09-27,15.0,件,行政資料,復興庁 福島12市町村における公共インフラ復旧の工程表,https://www.reconstruction.go.jp/files/user/topics/20230929_05naraha.pdf,2026-08-03T07:42:55.764296+00:00,B,楢葉町 令和６年９月27日更新のPDF本文から関連語を機械抽出。 工程表内の農地・農業・営農・漁港・産業等の関連語を数えた参考値。事業所数そのものではありません。
infra_completion_mentions,公共インフラ工程表 完了記載数,公共インフラ・復旧工事進捗,公共インフラ・復旧工事進捗,tomioka,富岡町,避難地域12市町村 / 双葉郡8町村,2024-09-27,33.0,件,行政資料,復興庁 福島12市町村における公共インフラ復旧の工程表,https://www.reconstruction.go.jp/files/user/topics/20230929_06tomioka.pdf,2026-08-03T07:42:55.764296+00:00,B,富岡町 令和６年９月27日更新のPDF本文から関連語を機械抽出。 工程表内で「完了」と読める記載を数えた参考値。事業数そのものではありません。
infra_future_mentions,公共インフラ工程表 予定・着手記載数,公共インフラ・復旧工事進捗,公共インフラ・復旧工事進捗,tomioka,富岡町,避難地域12市町村 / 双葉郡8町村,2024-09-27,25.0,件,行政資料,復興庁 福島12市町村における公共インフラ復旧の工程表,https://www.reconstruction.go.jp/files/user/topics/20230929_06tomioka.pdf,2026-08-03T07:42:55.764296+00:00,B,富岡町 令和６年９月27日更新のPDF本文から関連語を機械抽出。 工程表内で予定・工事中・着手・発注等と読める記載を数えた参考値。事業数そのものではありません。
life_medical_mentions,医療機能関連記載数,学校・医療・商業施設など生活機能,学校・医療・商業施設など生活機能,tomioka,富岡町,避難地域12市町村 / 双葉郡8町村,2024-09-27,1.0,件,行政資料,復興庁 福島12市町村における公共インフラ復旧の工程表,https://www.reconstruction.go.jp/files/user/topics/20230929_06tomioka.pdf,2026-08-03T07:42:55.764296+00:00,B,富岡町 令和６年９月27日更新のPDF本文から関連語を機械抽出。 工程表内の医療施設・医療機関・診療等の関連語を数えた参考値。施設数そのものではありません。
